,age,birthDate,birthPlace,college,experience,guid,hand,headshot,height,id,jersey,lastName,position,salary,team,uid,weight,GP,GS,MIN,FGM,FGA,FG%,3PTM,3PTA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,BLK,STL,PF,TO,PTS
Luka Doncic,21,02/28/99,Slovenia,,1,583794eb0f389bbd3e259dd33b7f83b8,,https://a.espncdn.com/i/headshots/nba/players/full/3945274.png,79.0,3945274,77,Luka Doncic,SG,7683360.0,dallas-mavericks,s:40~l:46~a:3945274,230.0,126.0,126.0,32.7,8.1,18.2,44.3,2.6,8.0,32.2,5.7,7.7,73.3,1.2,7.2,8.5,7.1,0.3,1.1,2.2,3.8,24.4
Maxi Kleber,28,01/29/92,Germany,,2,d06ad72226ff58651433061e2e6fbb32,,https://a.espncdn.com/i/headshots/nba/players/full/2960236.png,82.0,2960236,42,Maxi Kleber,PF,8000000.0,dallas-mavericks,s:40~l:46~a:2960236,240.0,209.0,74.0,21.1,2.6,5.6,46.5,1.1,3.0,35.4,0.8,1.0,80.3,1.2,3.1,4.4,0.9,1.0,0.4,2.0,0.6,7.1
Seth Curry,29,08/23/90,"Charlotte, NC",Duke,5,3f5993882fb23f8c8f8ba0ec58fd65d2,,https://a.espncdn.com/i/headshots/nba/players/full/2326307.png,74.0,2326307,30,Seth Curry,SG,7461380.0,dallas-mavericks,s:40~l:46~a:2326307,185.0,251.0,73.0,22.3,3.7,7.7,47.6,1.7,3.9,44.3,1.0,1.2,84.4,0.3,1.6,2.0,1.8,0.1,0.7,1.5,1.0,10.1
Austin Rivers,27,08/01/92,"Santa Monica, CA",Duke,7,3247a1a122286918132d730dbe85aa01,,https://a.espncdn.com/i/headshots/nba/players/full/6617.png,75.0,6617,25,Austin Rivers,PG,2147317.0,houston-rockets,s:40~l:46~a:6617,200.0,544.0,149.0,24.5,3.4,8.1,41.8,1.1,3.2,34.8,1.2,1.9,64.0,0.3,1.7,2.1,2.3,0.2,0.7,2.2,1.1,9.1
Ben McLemore,27,02/11/93,,Kansas,6,9388d3454216dbdab0924b1fa8b3ac99,,https://a.espncdn.com/i/headshots/nba/players/full/2578213.png,75.0,2578213,16,Ben McLemore,SF,2028594.0,houston-rockets,s:40~l:46~a:2578213,195.0,431.0,253.0,23.6,3.2,7.6,42.1,1.4,3.8,36.3,1.2,1.5,78.0,0.5,2.0,2.4,1.1,0.2,0.7,2.2,1.2,9.0
Bruno Caboclo,24,09/21/95,Brazil,,5,d4dbf37f97c30fa398df57ed477b0853,,https://a.espncdn.com/i/headshots/nba/players/full/3113297.png,81.0,3113297,5,Bruno Caboclo,SF,1845301.0,houston-rockets,s:40~l:46~a:3113297,218.0,96.0,20.0,12.8,1.5,3.9,39.7,0.6,2.0,31.4,0.5,0.6,83.6,0.8,1.8,2.6,0.7,0.6,0.3,1.3,0.6,4.2
Chris Clemons,22,07/23/97,"Raleigh, NC",Campbell,0,2367283183d11da9b46e28ec4cad39b8,B,https://a.espncdn.com/i/headshots/nba/players/full/3906603.png,69.0,3906603,3,Chris Clemons,PG,563347.0,houston-rockets,s:40~l:46~a:3906603,180.0,29.0,0.0,8.7,1.8,4.3,40.5,1.1,3.2,35.1,0.2,0.2,85.7,0.1,0.7,0.8,0.8,0.2,0.2,0.7,0.6,4.9
DeMarre Carroll,33,07/27/86,"Birmingham, AL",Missouri,10,0590a1a774b08fe2772e12540ead2e49,,https://a.espncdn.com/i/headshots/nba/players/full/3970.png,78.0,3970,9,DeMarre Carroll,SF,512721.0,houston-rockets,s:40~l:46~a:3970,215.0,575.0,339.0,23.7,3.1,7.3,43.0,1.1,3.2,35.8,1.5,2.1,74.0,1.1,3.1,4.3,1.3,0.3,0.9,2.0,0.9,8.9
Eric Gordon,31,12/25/88,"Indianapolis, IN",Indiana,11,97c558f788e5ac8747dd1c978cf29134,,https://a.espncdn.com/i/headshots/nba/players/full/3431.png,75.0,3431,10,Eric Gordon,SG,14057730.0,houston-rockets,s:40~l:46~a:3431,215.0,663.0,508.0,32.8,5.6,13.2,42.5,2.3,6.3,37.0,3.0,3.7,81.1,0.4,2.1,2.5,2.9,0.3,0.9,2.0,2.0,16.6
Isaiah Hartenstein,21,05/05/98,"Eugene, OR",,1,1b8bb9099b5c2498030f1e5140c6eec8,,https://a.espncdn.com/i/headshots/nba/players/full/4222252.png,84.0,4222252,55,Isaiah Hartenstein,C,1416852.0,houston-rockets,s:40~l:46~a:4222252,250.0,51.0,2.0,9.5,1.3,2.1,59.3,0.0,0.2,18.2,0.6,0.8,71.4,1.0,1.7,2.7,0.6,0.5,0.3,1.9,0.6,3.1
James Harden,30,08/26/89,"Bellflower, CA",Arizona State,10,35b0f455b1df0986121d27d2b6c18122,,https://a.espncdn.com/i/headshots/nba/players/full/3992.png,77.0,3992,13,James Harden,SG,38199000.0,houston-rockets,s:40~l:46~a:3992,220.0,826.0,613.0,34.3,7.4,16.7,44.2,2.8,7.7,36.3,7.5,8.8,85.8,0.8,4.5,5.3,6.3,0.5,1.6,2.6,3.7,25.1
Jeff Green,33,08/28/86,"Cheverly, MD",Georgetown,11,be3d61b085b40c0baf388002721290b9,,https://a.espncdn.com/i/headshots/nba/players/full/3209.png,80.0,3209,32,Jeff Green,PF,439475.0,houston-rockets,s:40~l:46~a:3209,235.0,900.0,543.0,29.5,4.7,10.7,44.1,1.0,3.1,33.4,2.5,3.1,80.5,0.9,3.5,4.4,1.6,0.5,0.7,2.2,1.5,13.0
Michael Frazier,26,03/08/94,"Bronx, NY",Florida,0,b7c7764e6e51eb645deb5494c77cbcae,,https://a.espncdn.com/i/headshots/nba/players/full/2991255.png,75.0,2991255,21,Michael Frazier,SG,0.0,houston-rockets,s:40~l:46~a:2991255,200.0,8.0,0.0,8.3,0.5,1.4,36.4,0.3,1.0,25.0,0.5,0.8,66.7,0.1,0.3,0.4,0.1,0.0,0.3,1.6,0.3,1.8
Robert Covington,29,12/14/90,"Bellwood, IL",Tennessee State,6,969cb082ed9d6eb2cc9ca8cdea54b5a9,,https://a.espncdn.com/i/headshots/nba/players/full/2490620.png,79.0,2490620,33,Robert Covington,PF,11301219.0,houston-rockets,s:40~l:46~a:2490620,209.0,388.0,340.0,29.9,4.3,10.5,40.7,2.4,6.6,35.8,1.9,2.3,81.1,0.9,4.7,5.7,1.5,0.9,1.6,3.1,1.7,12.8
Russell Westbrook,31,11/12/88,"Long Beach, CA",UCLA,11,e849e50fb1b742561de2ca49862e218d,,https://a.espncdn.com/i/headshots/nba/players/full/3468.png,75.0,3468,0,Russell Westbrook,PG,38506482.0,houston-rockets,s:40~l:46~a:3468,200.0,874.0,856.0,34.6,8.2,18.8,43.7,1.1,3.7,30.4,5.7,7.1,80.0,1.7,5.4,7.1,8.3,0.3,1.8,2.6,4.1,23.2
Thabo Sefolosha,35,05/02/84,Switzerland,,13,51b86f5ce5b881d55c34cdaa3f3470a7,,https://a.espncdn.com/i/headshots/nba/players/full/3028.png,78.0,3028,18,Thabo Sefolosha,SF,1620564.0,houston-rockets,s:40~l:46~a:3028,215.0,869.0,475.0,21.9,2.2,4.9,44.9,0.6,1.7,34.9,0.7,1.0,73.2,0.7,3.0,3.7,1.4,0.4,1.1,1.6,0.9,5.7
Tyson Chandler,37,10/02/82,"Hanford, CA",,18,7ba0b445bed3db581df2ec8f631db597,,https://a.espncdn.com/i/headshots/nba/players/full/984.png,84.0,984,19,Tyson Chandler,C,1620564.0,houston-rockets,s:40~l:46~a:984,235.0,1160.0,886.0,27.3,3.1,5.1,59.7,0.0,0.0,0.0,2.1,3.2,64.4,3.0,6.0,9.0,0.8,1.2,0.5,2.8,1.4,8.2
William Howard,26,10/25/93,France,,0,5c79b75b3b42b8a622355227c0c96149,,https://a.espncdn.com/i/headshots/nba/players/full/4237239.png,80.0,4237239,52,William Howard,SG,0.0,houston-rockets,s:40~l:46~a:4237239,207.0,2.0,0.0,6.5,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0
Anthony Tolliver,34,06/01/85,"Springfield, MO",Creighton,11,eaeb55f916d086f6875ad5b845fc33b6,,https://a.espncdn.com/i/headshots/nba/players/full/3276.png,80.0,3276,43,Anthony Tolliver,PF,1620564.0,memphis-grizzlies,s:40~l:46~a:3276,240.0,711.0,101.0,19.6,2.0,4.9,41.5,1.2,3.2,37.3,0.9,1.2,77.1,0.8,2.6,3.4,0.9,0.3,0.4,1.6,0.6,6.2
Brandon Clarke,23,09/19/96,"Vancouver, BC",Gonzaga,0,ac9aa77ddbe630648bef208071246a63,,https://a.espncdn.com/i/headshots/nba/players/full/3906665.png,80.0,3906665,15,Brandon Clarke,SF,2478840.0,memphis-grizzlies,s:40~l:46~a:3906665,215.0,50.0,3.0,21.7,5.1,8.2,62.3,0.4,1.0,40.4,1.5,1.9,78.5,1.6,4.3,5.8,1.4,0.8,0.5,1.6,0.9,12.0
Dillon Brooks,24,01/22/96,"Mississauga, ON",Oregon,2,653c07b5853714acf4c6b4e37919aca0,,https://a.espncdn.com/i/headshots/nba/players/full/3155526.png,79.0,3155526,24,Dillon Brooks,SG,1618520.0,memphis-grizzlies,s:40~l:46~a:3155526,225.0,165.0,139.0,27.5,4.6,11.0,41.8,1.5,4.0,36.4,1.8,2.3,77.5,0.7,2.3,3.0,1.7,0.3,0.8,3.2,1.5,12.4
Gorgui Dieng,30,01/18/90,Senegal,Louisville,6,d8820adffef7422cca799c21e1f89ec9,,https://a.espncdn.com/i/headshots/nba/players/full/2534781.png,82.0,2534781,14,Gorgui Dieng,C,16229213.0,memphis-grizzlies,s:40~l:46~a:2534781,252.0,510.0,204.0,22.1,3.0,6.1,50.0,0.2,0.6,34.3,1.6,2.0,78.5,1.9,4.3,6.2,1.4,1.0,0.8,2.3,1.2,7.9
Grayson Allen,24,10/08/95,"Jacksonville, FL",Duke,1,fedd8adfa9ccd6430130ff502fc58389,B,https://a.espncdn.com/i/headshots/nba/players/full/3135045.png,76.0,3135045,3,Grayson Allen,SG,2429400.0,memphis-grizzlies,s:40~l:46~a:3135045,198.0,68.0,2.0,13.4,2.1,5.2,41.2,1.0,2.8,34.2,1.1,1.4,78.9,0.1,1.2,1.3,1.0,0.1,0.2,1.2,0.8,6.4
Ja Morant,20,08/10/99,"Dalzell, SC",Murray State,0,de5f87e08571a730ade46d00d10b8577,,https://a.espncdn.com/i/headshots/nba/players/full/4279888.png,75.0,4279888,12,Ja Morant,PG,8730240.0,memphis-grizzlies,s:40~l:46~a:4279888,174.0,59.0,59.0,30.0,6.7,13.6,49.1,0.9,2.4,36.7,3.5,4.5,77.0,0.7,2.8,3.5,6.9,0.3,0.9,1.5,3.2,17.6
John Konchar,24,03/22/96,,,0,d4c8df921ba032dc7329fd611c2cd134,,https://a.espncdn.com/i/headshots/nba/players/full/3134932.png,77.0,3134932,46,John Konchar,SG,0.0,memphis-grizzlies,s:40~l:46~a:3134932,210.0,15.0,0.0,11.1,1.5,2.3,65.7,0.3,0.6,44.4,0.1,0.1,50.0,1.2,1.9,3.1,1.4,0.2,0.5,0.5,0.4,3.4
Jonas Valanciunas,27,05/06/92,Lithuania,,7,585a3d05447b8a2fbfed56049d1c04ba,,https://a.espncdn.com/i/headshots/nba/players/full/6477.png,83.0,6477,17,Jonas Valanciunas,C,16000000.0,memphis-grizzlies,s:40~l:46~a:6477,265.0,551.0,523.0,25.3,4.9,8.7,56.2,0.1,0.4,36.1,2.4,3.1,78.1,2.6,6.2,8.8,0.9,1.0,0.4,2.8,1.5,12.4
Jontay Porter,20,11/15/99,"Columbia, MO",Missouri,0,2580dba55479eeb264f73c4403e584fd,,https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png&w=200&h=146,82.0,4278103,11,Jontay Porter,PF,197933.0,memphis-grizzlies,s:40~l:46~a:4278103,236.0,,,,,,,,,,,,,,,,,,,,,
Josh Jackson,23,02/10/97,"San Diego, CA",Kansas,2,4a424db96174de4e1a519b83743821e3,,https://a.espncdn.com/i/headshots/nba/players/full/4066297.png,80.0,4066297,20,Josh Jackson,SG,7059480.0,memphis-grizzlies,s:40~l:46~a:4066297,207.0,174.0,64.0,24.7,4.6,11.1,41.7,0.9,3.0,29.8,2.0,3.1,65.1,1.0,3.4,4.3,1.9,0.6,1.0,2.7,2.0,12.1
Justise Winslow,24,03/26/96,"Houston, TX",Duke,4,7ff9912938d425a03f621ecc21ac00b4,,https://a.espncdn.com/i/headshots/nba/players/full/3135047.png,78.0,3135047,7,Justise Winslow,SF,13000000.0,memphis-grizzlies,s:40~l:46~a:3135047,222.0,241.0,105.0,28.4,3.6,8.5,41.7,0.8,2.3,33.7,1.2,1.8,64.6,1.0,4.3,5.4,2.7,0.4,0.9,2.5,1.5,9.0
Kyle Anderson,26,09/20/93,"New York, NY",UCLA,5,0b5e3fdc796dc463655c9c8f6622bcd0,L,https://a.espncdn.com/i/headshots/nba/players/full/2993874.png,81.0,2993874,1,Kyle Anderson,SF,9073050.0,memphis-grizzlies,s:40~l:46~a:2993874,230.0,359.0,160.0,19.6,2.2,4.4,49.2,0.2,0.7,30.7,0.8,1.2,69.8,0.7,3.3,4.0,2.0,0.5,0.9,1.4,0.9,5.4
Marko Guduric,25,03/08/95,Yugoslavia,,0,109643e358a38a08ae56db848b545abf,,https://a.espncdn.com/i/headshots/nba/players/full/4230554.png,78.0,4230554,23,Marko Guduric,SG,2625000.0,memphis-grizzlies,s:40~l:46~a:4230554,201.0,42.0,0.0,11.3,1.5,3.7,39.6,0.6,1.9,30.9,0.5,0.6,92.0,0.3,1.4,1.7,1.1,0.2,0.3,0.8,0.9,4.0
Tyus Jones,23,05/10/96,"Burnsville, MN",Duke,4,c4cddbcc957d6182fa3366d045c64fc6,,https://a.espncdn.com/i/headshots/nba/players/full/3135046.png,72.0,3135046,21,Tyus Jones,PG,9258000.0,memphis-grizzlies,s:40~l:46~a:3135046,196.0,312.0,40.0,18.0,2.1,4.9,43.1,0.6,1.6,34.5,0.7,0.9,80.3,0.2,1.3,1.5,3.6,0.1,1.0,1.0,0.7,5.6
Yuta Watanabe,25,10/13/94,Japan,George Washington,1,7919bc9c2a39dd2c41fcf7d4ef8567fe,,https://a.espncdn.com/i/headshots/nba/players/full/3133838.png,80.0,3133838,18,Yuta Watanabe,SG,0.0,memphis-grizzlies,s:40~l:46~a:3133838,215.0,31.0,0.0,8.8,0.9,2.6,33.8,0.2,0.8,20.8,0.3,0.6,55.6,0.3,1.2,1.5,0.4,0.1,0.3,0.6,0.3,2.2
Brandon Ingram,22,09/02/97,"Kinston, NC",Duke,3,735792cabca36babe2ed68f39ccc7270,,https://a.espncdn.com/i/headshots/nba/players/full/3913176.png,79.0,3913176,14,Brandon Ingram,SF,7265485.0,new-orleans-pelicans,s:40~l:46~a:3913176,190.0,246.0,207.0,32.2,6.0,12.9,46.0,1.1,3.0,35.7,3.3,4.5,72.0,0.8,4.2,5.1,3.2,0.6,0.7,2.6,2.3,16.2
Darius Miller,30,03/21/90,"Maysville, KY",Kentucky,5,2634343127239c2d99a258664665a403,,https://a.espncdn.com/i/headshots/nba/players/full/6610.png,78.0,6610,21,Darius Miller,SF,7000000.0,new-orleans-pelicans,s:40~l:46~a:6610,225.0,253.0,28.0,20.4,2.1,4.9,41.8,1.3,3.4,38.2,0.6,0.7,83.0,0.2,1.5,1.7,1.4,0.2,0.4,2.0,0.6,6.0
Derrick Favors,28,07/15/91,"Atlanta, GA",Georgia Tech,9,7f9cc19ccc3507a006d8ed2f8fbe6276,,https://a.espncdn.com/i/headshots/nba/players/full/4257.png,81.0,4257,22,Derrick Favors,C,17650000.0,new-orleans-pelicans,s:40~l:46~a:4257,265.0,677.0,479.0,25.6,4.7,8.8,53.0,0.1,0.3,20.7,2.1,3.1,66.2,2.5,4.8,7.4,1.1,1.3,0.8,2.6,1.4,11.4
Frank Jackson,21,05/04/98,"Washington, DC",Duke,1,9d61df389905269d1b5b9228b3cf4172,,https://a.espncdn.com/i/headshots/nba/players/full/4065651.png,75.0,4065651,15,Frank Jackson,PG,1618520.0,new-orleans-pelicans,s:40~l:46~a:4065651,205.0,112.0,17.0,16.3,2.6,6.3,41.6,0.8,2.6,31.8,0.9,1.2,74.5,0.4,1.4,1.8,1.0,0.1,0.4,1.4,0.8,7.0
JJ Redick,35,06/24/84,"Cookeville, TN",Duke,13,1fa3143f7dc566ab5dd023a8af3d6ab2,,https://a.espncdn.com/i/headshots/nba/players/full/3024.png,75.0,3024,4,JJ Redick,SG,13486300.0,new-orleans-pelicans,s:40~l:46~a:3024,200.0,890.0,487.0,25.9,4.3,9.7,44.8,2.1,5.0,41.6,2.2,2.5,89.1,0.2,1.9,2.1,2.0,0.1,0.5,1.5,1.1,13.0
Jahlil Okafor,24,12/15/95,"Fort Smith, AR",Duke,4,a717327dd44ae4e504f378bc9cb8ccb1,,https://a.espncdn.com/i/headshots/nba/players/full/3135048.png,82.0,3135048,9,Jahlil Okafor,C,1702486.0,new-orleans-pelicans,s:40~l:46~a:3135048,270.0,218.0,114.0,20.4,4.7,8.7,53.6,0.0,0.1,23.5,1.6,2.4,67.4,1.6,3.4,5.0,1.0,0.9,0.3,2.2,1.5,11.0
Jaxson Hayes,19,05/23/00,"Norman, OK",Texas,0,4cd92ac173ce653dc3b19c68e9c7a4d0,,https://a.espncdn.com/i/headshots/nba/players/full/4397077.png,83.0,4397077,10,Jaxson Hayes,C,4862040.0,new-orleans-pelicans,s:40~l:46~a:4397077,220.0,56.0,12.0,17.0,2.8,4.2,66.0,0.0,0.1,25.0,1.9,3.1,63.0,1.5,2.5,4.0,0.9,0.9,0.4,2.5,0.7,7.5
Josh Gray,26,09/09/93,"Lake Charles, LA",LSU,1,95bd1811ced7641482dcd7ecbec892d3,,https://a.espncdn.com/i/headshots/nba/players/full/3001308.png,72.0,3001308,5,Josh Gray,PG,0.0,new-orleans-pelicans,s:40~l:46~a:3001308,180.0,7.0,0.0,15.6,1.7,6.1,27.9,0.4,1.9,23.1,1.0,1.6,63.6,0.4,1.3,1.7,2.0,0.3,1.1,1.3,1.7,4.9
Josh Hart,25,03/06/95,"Silver Spring, MD",Villanova,2,4384c489e5e6695a1c5fb3e66edcb897,B,https://a.espncdn.com/i/headshots/nba/players/full/3062679.png,77.0,3062679,3,Josh Hart,SF,1655160.0,new-orleans-pelicans,s:40~l:46~a:3062679,215.0,187.0,59.0,25.3,3.0,7.1,42.8,1.5,4.3,35.3,1.0,1.4,71.3,0.7,4.0,4.7,1.4,0.4,0.9,2.1,0.9,8.6
Jrue Holiday,29,06/12/90,"Mission Hills, CA",UCLA,10,6694d3e67257f21735dcf6911488b9f1,,https://a.espncdn.com/i/headshots/nba/players/full/3995.png,75.0,3995,11,Jrue Holiday,SG,26231111.0,new-orleans-pelicans,s:40~l:46~a:3995,205.0,707.0,634.0,33.3,6.3,13.8,45.2,1.3,3.7,35.5,2.0,2.6,77.7,0.9,3.1,3.9,6.4,0.5,1.5,2.3,2.7,15.9
Kenrich Williams,25,12/02/94,"Waco, TX",TCU,1,5dbafed64f212177c97368422587ed03,,https://a.espncdn.com/i/headshots/nba/players/full/3133626.png,78.0,3133626,34,Kenrich Williams,SF,1416852.0,new-orleans-pelicans,s:40~l:46~a:3133626,210.0,81.0,47.0,22.9,1.9,5.2,37.0,1.0,3.1,30.6,0.3,0.5,51.2,1.3,3.6,4.9,1.7,0.5,0.9,2.2,0.7,5.1
Lonzo Ball,22,10/27/97,"Anaheim, CA",UCLA,2,636059566a4cd1875e834f0e5c740a28,R,https://a.espncdn.com/i/headshots/nba/players/full/4066421.png,78.0,4066421,2,Lonzo Ball,PG,8719320.0,new-orleans-pelicans,s:40~l:46~a:4066421,190.0,155.0,142.0,32.4,4.2,10.6,39.3,2.0,5.7,34.3,0.6,1.2,48.4,1.2,5.0,6.2,6.6,0.6,1.5,2.2,2.7,10.9
Nicolo Melli,29,01/26/91,Italy,,0,f10944aa86d36cb5030c779c9dca9fee,,https://a.espncdn.com/i/headshots/nba/players/full/4341.png,81.0,4341,20,Nicolo Melli,PF,4102564.0,new-orleans-pelicans,s:40~l:46~a:4341,236.0,52.0,6.0,17.1,2.4,5.3,44.2,1.3,3.5,36.1,0.8,1.2,73.3,0.7,2.3,3.0,1.3,0.4,0.6,2.0,0.8,6.8
Zion Williamson,19,07/06/00,"Salisbury, NC",Duke,0,34e5ec5d10b3ba592ba13a3be9a1be22,L,https://a.espncdn.com/i/headshots/nba/players/full/4395628.png,78.0,4395628,1,Zion Williamson,SF,9757440.0,new-orleans-pelicans,s:40~l:46~a:4395628,284.0,19.0,19.0,29.7,9.1,15.4,58.9,0.3,0.7,46.2,5.2,8.0,64.5,2.9,3.9,6.8,2.2,0.5,0.8,1.7,2.7,23.6
Zylan Cheatham,24,11/17/95,,Arizona State,0,8e0d154fdcea706f9f23e80f3abf7939,,https://a.espncdn.com/i/headshots/nba/players/full/3137713.png,77.0,3137713,45,Zylan Cheatham,SF,0.0,new-orleans-pelicans,s:40~l:46~a:3137713,220.0,3.0,0.0,10.3,0.7,1.7,40.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,1.7,2.0,0.7,0.3,0.0,1.7,1.0,1.3
Bryn Forbes,26,07/23/93,"Lansing, MI",Michigan State,3,c3f0a4f22873213c3af4fa28b37b90b4,,https://a.espncdn.com/i/headshots/nba/players/full/2994526.png,74.0,2994526,11,Bryn Forbes,SG,2875000.0,san-antonio-spurs,s:40~l:46~a:2994526,205.0,261.0,155.0,21.7,3.2,7.5,43.1,1.6,4.1,40.0,0.8,0.9,80.1,0.2,1.7,1.9,1.5,0.0,0.4,1.5,0.7,8.9
Chimezie Metu,23,03/22/97,"Los Angeles, CA",USC,1,2ec16e8d110592541e1c527dba298b5e,,https://a.espncdn.com/i/headshots/nba/players/full/3914283.png,81.0,3914283,7,Chimezie Metu,PF,1416852.0,san-antonio-spurs,s:40~l:46~a:3914283,225.0,45.0,0.0,4.8,0.9,2.1,41.9,0.0,0.1,0.0,0.4,0.6,76.0,0.4,1.0,1.4,0.4,0.1,0.2,0.4,0.4,2.2
DeMar DeRozan,30,08/07/89,"Compton, CA",USC,10,d942ef5ec416b06e63ac5f3db14757be,,https://a.espncdn.com/i/headshots/nba/players/full/3978.png,78.0,3978,10,DeMar DeRozan,SF,27739975.0,san-antonio-spurs,s:40~l:46~a:3978,220.0,813.0,801.0,34.2,7.2,15.7,45.7,0.4,1.5,28.3,5.2,6.3,82.9,0.7,3.6,4.4,3.6,0.3,1.0,2.3,2.1,20.0
Dejounte Murray,23,09/19/96,"Seattle, WA",Washington,2,069547d066e579d206ac195011e77472,,https://a.espncdn.com/i/headshots/nba/players/full/3907497.png,76.0,3907497,5,Dejounte Murray,PG,2321735.0,san-antonio-spurs,s:40~l:46~a:3907497,180.0,177.0,106.0,19.8,3.2,7.1,45.6,0.3,0.8,35.4,1.1,1.5,73.9,1.0,3.7,4.7,2.9,0.3,1.2,1.7,1.6,7.9
Derrick White,25,07/02/94,USA,Colorado,2,8aba42b74c1e6ccd315097691c299668,,https://a.espncdn.com/i/headshots/nba/players/full/3078576.png,76.0,3078576,4,Derrick White,PG,1948080.0,san-antonio-spurs,s:40~l:46~a:3078576,190.0,145.0,68.0,23.0,3.4,7.2,47.0,0.8,2.2,35.9,1.8,2.2,81.4,0.5,2.7,3.2,3.3,0.7,0.8,2.0,1.2,9.3
Drew Eubanks,23,02/01/97,"Starkville, MS",Oregon State,1,8bde669061ad5afc76fa469e5df59ec8,,https://a.espncdn.com/i/headshots/nba/players/full/3914285.png,81.0,3914285,14,Drew Eubanks,PF,0.0,san-antonio-spurs,s:40~l:46~a:3914285,245.0,37.0,3.0,6.6,1.0,1.5,66.7,0.0,0.0,100.0,0.5,0.6,79.2,0.4,1.5,1.9,0.3,0.3,0.1,0.9,0.5,2.5
Jakob Poeltl,24,10/15/95,Austria,Utah,3,a5b22bdbe9e3f48272f906db2e339aff,,https://a.espncdn.com/i/headshots/nba/players/full/3134908.png,85.0,3134908,25,Jakob Poeltl,C,3754886.0,san-antonio-spurs,s:40~l:46~a:3134908,245.0,271.0,38.0,16.2,2.4,3.7,63.8,0.0,0.0,50.0,0.6,1.2,54.3,1.9,2.8,4.7,1.0,1.0,0.4,2.0,0.8,5.4
Keldon Johnson,20,10/11/99,"Chesterfield, VA",Kentucky,0,691dfac035e1b597c503f0211c8f7f6f,B,https://a.espncdn.com/i/headshots/nba/players/full/4395723.png,77.0,4395723,3,Keldon Johnson,SF,1950600.0,san-antonio-spurs,s:40~l:46~a:4395723,220.0,9.0,0.0,10.2,1.8,3.4,51.6,0.2,0.6,40.0,0.8,1.1,70.0,0.6,1.3,1.9,0.7,0.1,0.6,1.0,0.3,4.6
LaMarcus Aldridge,34,07/19/85,"Dallas, TX",Texas,13,29631eafe8b88faa1a1f8a02838a3d20,,https://a.espncdn.com/i/headshots/nba/players/full/2983.png,83.0,2983,12,LaMarcus Aldridge,PF,26000000.0,san-antonio-spurs,s:40~l:46~a:2983,250.0,1003.0,962.0,34.4,7.9,16.1,49.1,0.2,0.6,31.2,3.6,4.4,81.1,2.7,5.7,8.3,2.0,1.1,0.7,2.5,1.6,19.5
Luka Samanic,20,01/09/00,Croatia,,0,bc9995ea4b1a9782ef30b0a4d7299aad,,https://a.espncdn.com/i/headshots/nba/players/full/4423309.png,82.0,4423309,19,Luka Samanic,PF,2689920.0,san-antonio-spurs,s:40~l:46~a:4423309,227.0,1.0,0.0,12.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
Marco Belinelli,34,03/25/86,Italy,,12,521d3ad464114cbc6167e23a7184c2e1,,https://a.espncdn.com/i/headshots/nba/players/full/3190.png,77.0,3190,18,Marco Belinelli,SG,5846154.0,san-antonio-spurs,s:40~l:46~a:3190,220.0,855.0,219.0,22.7,3.4,8.1,42.4,1.4,3.8,37.6,1.5,1.7,84.5,0.2,1.8,2.1,1.7,0.1,0.6,1.4,1.0,9.7
Patty Mills,31,08/11/88,Australia,Saint Mary's,10,493a55f7fcbaacc2ce8b93994e57fade,,https://a.espncdn.com/i/headshots/nba/players/full/4004.png,73.0,4004,8,Patty Mills,PG,12428571.0,san-antonio-spurs,s:40~l:46~a:4004,180.0,668.0,56.0,19.4,3.1,7.3,43.0,1.6,4.0,38.9,0.9,1.0,85.1,0.3,1.3,1.7,2.3,0.1,0.7,1.3,1.0,8.7
Quinndary Weatherspoon,23,09/10/96,"Canton, MS",Mississippi State,0,f40458f631cee819bf79e83079dc3aac,,https://a.espncdn.com/i/headshots/nba/players/full/3907358.png,75.0,3907358,15,Quinndary Weatherspoon,SG,0.0,san-antonio-spurs,s:40~l:46~a:3907358,205.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0
Rudy Gay,33,08/17/86,"Baltimore, MD",Connecticut,13,e9cee43543dd5ec7cbbff56089958daf,,https://a.espncdn.com/i/headshots/nba/players/full/3005.png,80.0,3005,22,Rudy Gay,SF,14500000.0,san-antonio-spurs,s:40~l:46~a:3005,250.0,939.0,776.0,33.2,6.5,14.3,45.5,1.0,3.0,34.5,3.1,3.9,79.8,1.4,4.5,5.9,2.2,0.8,1.2,2.4,2.2,17.1
